YEAR,PRODUCT_GROUP,PRODUCT_MODULE,ELAPSED_TIME
2006,5002,5026,00:00:51
2006,5515,7786,00:01:56
2006,5002,5036,00:00:51
2006,5002,5048,00:01:39
2006,5515,7509,00:02:34
2006,5002,5032,00:00:51
2006,5002,5035,00:00:48
2006,5515,6023,00:03:23
2006,5002,5033,00:01:13
2006,5002,5034,00:00:59
2006,1002,1435,00:00:50
2006,1002,1153,00:00:49
2006,1002,1364,00:01:08
2006,1002,1469,00:00:51
2006,1002,1372,00:01:44
2006,1002,1471,00:00:54
2006,1002,1350,00:01:18
2006,1002,1389,00:01:17
2006,1002,1396,00:00:53
2006,1002,1448,00:00:45
2006,1002,1437,00:01:00
2006,1002,1358,00:00:49
2006,1002,1438,00:00:55
2006,1002,1470,00:00:53
2006,1002,1418,00:00:51
2006,1002,1378,00:00:54
2006,1002,1408,00:00:44
2006,1002,1440,00:00:46
2006,2001,2652,00:00:47
2006,2001,2655,00:00:47
2006,2001,2653,00:00:47
2006,2001,2648,00:00:41
2006,2001,2647,00:00:48
2006,2001,2654,00:01:10
2006,2001,2646,00:00:44
2006,2001,2656,00:00:56
2006,2001,2660,00:01:19
2006,2001,2649,00:00:56
2006,2001,2661,00:01:05
2006,2001,2651,00:01:03
2006,6001,7747,00:01:01
2006,6001,8445,00:01:01
2006,6001,6003,00:01:29
2006,6001,8551,00:01:09
2006,6001,8526,00:00:58
2006,6001,8548,00:00:50
2006,6001,8527,00:01:04
2006,6001,8447,00:01:25
2006,6001,8525,00:01:05
2006,5510,6016,00:01:05
2006,5510,1379,00:00:48
2006,6001,8446,00:01:24
2006,1007,1005,00:00:48
2006,5510,7227,00:00:57
2006,1007,1139,00:00:57
2006,1007,1136,00:01:01
2006,1007,1188,00:01:28
2006,1007,1116,00:00:46
2006,1007,1126,00:00:48
2006,1007,1131,00:00:47
2006,1007,1119,00:01:02
2006,1007,1101,00:00:54
2006,1007,1140,00:00:43
2006,1002,1449,00:10:41
2006,1002,1343,00:11:27
2006,1002,1436,00:10:39
2006,1007,1118,00:00:48
2006,1007,1117,00:00:41
2006,1002,1429,00:10:47
2006,1007,1189,00:00:48
2006,1007,1111,00:01:51
2006,1007,1137,00:00:51
2006,1007,1128,00:00:56
2006,1007,1186,00:01:37
2006,1007,1127,00:01:12
2006,1007,1138,00:01:21
2006,1007,1100,00:01:19
2006,1007,1123,00:00:58
2006,1007,1130,00:01:18
2006,1007,1133,00:00:54
2006,1007,1163,00:00:49
2006,1007,1113,00:01:00
2006,1007,1342,00:00:44
2006,1007,1132,00:00:46
2006,1007,1122,00:00:53
2006,1007,1124,00:01:27
2006,1007,1112,00:01:11
2006,1007,1135,00:00:43
2006,1007,1115,00:01:02
2006,1007,1268,00:01:26
2006,4511,7280,00:00:44
2006,4511,7302,00:00:47
2006,4511,7290,00:01:08
2006,1007,1120,00:03:35
2006,4511,7308,00:00:56
2006,4511,7307,00:00:53
2006,4511,7305,00:01:36
2006,4511,7285,00:00:58
2006,1007,1114,00:03:07
2006,4511,7284,00:00:50
2006,0511,1265,00:00:43
2006,4511,7275,00:01:17
2006,4511,7295,00:01:35
2006,0511,1255,00:01:02
2006,4511,7301,00:01:27
2006,0511,1339,00:00:58
2006,0511,1337,00:00:50
2006,4511,7306,00:01:59
2006,0511,1083,00:01:06
2006,0511,1370,00:00:57
2006,0511,1084,00:01:19
2006,0511,1251,00:00:56
2006,0511,1261,00:00:49
2006,1508,1046,00:00:51
2006,0511,1257,00:01:36
2006,1508,1483,00:00:41
2006,1508,1048,00:00:48
2006,0511,1320,00:02:34
2006,1508,1049,00:01:24
2006,1508,1482,00:01:21
2006,1508,1052,00:00:53
2006,1508,1481,00:00:46
2006,5508,7797,00:00:56
2006,2004,2610,00:00:56
2006,4509,7456,00:00:50
2006,6004,8552,00:01:23
2006,4509,7459,00:00:56
2006,0511,1340,00:03:42
2006,4509,7458,00:00:51
2006,1508,1050,00:02:28
2006,4509,7457,00:00:54
2006,4509,7455,00:00:46
2006,4509,7452,00:01:04
2006,6018,8415,00:00:46
2006,6018,8414,00:01:45
2006,4509,7453,00:02:06
2006,4509,7454,00:02:20
2006,6018,8413,00:01:58
2006,6018,8401,00:00:49
2006,6018,8399,00:00:47
2006,4509,6025,00:02:55
2006,6018,8398,00:01:32
2006,6018,8408,00:01:07
2006,1508,1487,00:05:28
2006,5003,5054,00:00:50
2006,5003,5053,00:01:00
2006,5003,5055,00:00:42
2006,6018,8400,00:01:49
2006,5003,5056,00:00:46
2006,5003,5059,00:00:47
2006,5003,5049,00:00:47
2006,5003,5041,00:00:44
2006,5003,5058,00:00:54
2006,5003,5060,00:00:53
2006,5003,5057,00:01:11
2006,5514,7185,00:00:43
2006,5514,7219,00:00:49
2006,6018,8397,00:04:15
2006,5003,5052,00:02:36
2006,5514,7216,00:00:49
2006,5514,7221,00:00:43
2006,5514,7209,00:00:51
2006,5514,7182,00:00:44
2006,5514,7201,00:00:47
2006,5514,7217,00:00:43
2006,5514,7218,00:00:50
2006,5514,7208,00:00:49
2006,6004,8449,00:07:52
2006,5514,7207,00:00:41
2006,5514,7210,00:00:49
2006,5514,7184,00:00:50
2006,5514,7183,00:00:43
2006,5514,7223,00:00:49
2006,5514,7203,00:00:42
2006,5514,7187,00:00:44
2006,5514,7213,00:00:46
2006,5514,7188,00:00:46
2006,5514,7214,00:00:50
2006,5514,7202,00:00:44
2006,5514,7204,00:00:58
2006,5514,7212,00:00:43
2006,5514,7189,00:00:44
2006,5514,7222,00:00:59
2006,5514,7186,00:00:47
2006,5514,7225,00:00:52
2006,3001,3571,00:00:57
2006,3001,3560,00:01:13
2006,3001,3569,00:00:51
2006,3001,3568,00:01:28
2006,5003,5050,00:05:14
2006,3001,3565,00:00:43
2006,3001,3601,00:00:43
2006,3001,3562,00:01:04
2006,3001,3598,00:01:55
2006,3001,3360,00:01:03
2006,3001,3564,00:01:18
2006,3001,3597,00:02:44
2006,3001,3580,00:02:25
2006,3001,3573,00:00:46
2006,3001,3563,00:00:51
2006,3001,3616,00:00:50
2006,3001,3544,00:01:53
2006,1017,1409,00:00:44
2006,1017,1398,00:01:26
2006,1017,1480,00:00:56
2006,1017,1397,00:01:09
2006,1017,1476,00:01:09
2006,1017,1477,00:01:03
2006,1017,1399,00:00:44
2006,1017,1444,00:00:45
2006,1017,1472,00:00:48
2006,1017,1078,00:00:55
2006,1017,1473,00:01:39
2006,1017,1475,00:01:27
2006,0501,1277,00:01:13
2006,0501,1274,00:01:48
2006,0501,1272,00:01:51
2006,0501,1282,00:02:15
2006,1017,1479,00:04:58
2006,0501,1276,00:04:04
2006,4501,7003,00:01:54
2006,4501,7020,00:01:56
2006,4501,7008,00:02:49
2006,4501,7025,00:00:58
2006,5518,7044,00:00:44
2006,5518,7735,00:00:45
2006,6014,8547,00:01:02
2006,4501,7012,00:04:34
2006,6014,8511,00:01:19
2006,6014,8403,00:03:57
2006,6014,8404,00:06:08
2006,6014,8617,00:00:48
2006,6014,8522,00:01:51
2006,6014,8613,00:03:19
2006,6014,8618,00:00:45
2006,6014,8406,00:01:05
2006,6014,8409,00:00:46
2006,6014,8410,00:00:50
2006,6014,8619,00:00:55
2006,2503,3594,00:00:58
2006,2503,3552,00:00:56
2006,2503,3591,00:00:50
2006,2503,3557,00:00:41
2006,2503,3605,00:01:18
2006,2503,3551,00:00:44
2006,2503,3604,00:01:14
2006,2008,2611,00:01:20
2006,2008,2616,00:00:51
2006,2008,2619,00:01:31
2006,2008,2606,00:00:44
2006,2008,2609,00:00:46
2006,2008,2621,00:02:58
2006,2008,2696,00:00:41
2006,2008,2626,00:01:14
2006,2008,2627,00:00:54
2006,2008,2614,00:00:58
2006,2008,2617,00:01:10
2006,2008,2603,00:00:49
2006,2008,2624,00:01:44
2006,2008,2695,00:01:05
2006,2008,2613,00:00:42
2006,2008,2692,00:01:00
2006,2008,2694,00:00:57
2006,2008,2625,00:01:31
2006,2008,2623,00:03:10
2006,2008,2693,00:00:55
2006,2008,2622,00:01:30
2006,2008,2615,00:03:00
2006,2008,2612,00:01:15
2006,0505,1488,00:01:55
2006,0505,1534,00:00:56
2006,4505,7885,00:00:52
2006,0505,1486,00:01:34
2006,4505,7200,00:00:43
2006,4505,7040,00:00:45
2006,4505,7195,00:00:47
2006,4505,7825,00:01:49
2006,0505,1532,00:05:17
2006,4505,7748,00:00:44
2006,4505,7521,00:01:09
2006,4505,7796,00:00:53
2006,4505,6014,00:01:35
2006,4505,7030,00:00:42
2006,4505,7529,00:00:45
2006,4505,7845,00:01:30
2006,4505,7846,00:00:50
2006,4505,7795,00:00:49
2006,4505,7120,00:01:06
2006,4505,7130,00:02:05
2006,4505,7522,00:00:58
2006,4505,7043,00:00:44
2006,4505,7190,00:01:11
2006,4505,7180,00:01:20
2006,4505,7742,00:00:42
2006,4505,7847,00:00:45
2006,4505,7161,00:00:46
2006,4505,7702,00:00:45
2006,6008,8530,00:00:58
2006,6008,8518,00:01:07
2006,6008,8531,00:01:28
2006,6008,8435,00:01:48
2006,6008,8512,00:02:38
2006,6008,8411,00:01:18
2006,6008,8532,00:01:08
2006,6008,8440,00:02:06
2006,6008,8524,00:01:06
2006,6008,8553,00:01:09
2006,6008,8533,00:00:54
2006,1013,1336,00:01:27
2006,1013,1266,00:00:52
2006,1013,1331,00:02:36
2006,1013,1334,00:01:52
2006,5504,7300,00:00:47
2006,5504,6021,00:00:49
2006,6010,8466,00:01:04
2006,6010,6030,00:02:49
2006,6010,7179,00:00:42
2006,6010,7181,00:01:13
2006,6010,6005,00:01:28
2006,6010,8464,00:00:55
2006,6010,8475,00:00:53
2006,2507,3566,00:01:23
2006,2010,2620,00:01:04
2006,6010,6009,00:06:19
2006,2010,2637,00:00:43
2006,2010,2630,00:01:01
2006,2010,2638,00:00:49
2006,2010,2618,00:00:43
2006,2010,2608,00:00:54
2006,2010,2640,00:01:42
2006,2010,2641,00:01:07
2006,2010,2639,00:01:23
2006,2010,2635,00:00:45
2006,2010,2636,00:01:20
2006,2010,2642,00:00:46
2006,2010,2644,00:00:51
2006,2010,2634,00:02:45
2006,2010,2633,00:00:59
2006,1005,1348,00:02:14
2006,1005,1346,00:01:04
2006,1005,1349,00:00:44
2006,1005,1366,00:00:55
2006,1005,1344,00:08:03
2006,0513,1293,00:02:47
2006,0513,1292,00:00:43
