2011	6007	8438
2011	6007	8428
2011	6007	8426
2011	6007	8416
2011	2007	2632
2011	2007	2631
2011	2007	2628
2011	2510	3603
2011	2510	3612
2011	2508	3583
2011	2508	3579
2011	2508	3570
2011	2508	3602
2011	0512	1209
2011	0512	1208
2011	0512	1207
2011	0512	1200
2011	0512	1203
2011	0512	1204
2011	0512	1198
2011	0512	1202
2011	0512	1199
2011	0512	1205
2011	5522	7722
2011	5522	6011
2011	5522	7646
2011	5522	7659
2011	5522	7631
2011	5522	7636
2011	5522	6036
2011	5522	7450
2011	5522	7630
2011	5522	6010
2011	5522	7723
2011	5522	7660
2011	5522	7653
2011	5522	7728
2011	5522	7727
2011	5522	6034
2011	5522	7634
2011	5522	6033
2011	5522	7633
2011	5522	7445
2011	5522	7635
2011	5522	6035
2011	5522	7652
2011	5522	7632
2011	9999	9999
2011	1004	1441
2011	1004	1351
2011	1004	1443
2011	1004	1445
2011	5513	7754
2011	5513	7744
2011	5513	7782
2011	5513	7764
2011	5513	7753
2011	5513	7763
2011	5513	7773
2011	5513	7783
2011	5513	6001
2011	5513	7755
2011	5513	7762
2011	5513	7784
2011	5513	7772
2011	5513	7761
2011	5513	7788
2011	5513	7787
2011	5513	7771
2011	5513	7756
2011	5513	7759
2011	5513	7779
2011	5513	7776
2011	5513	7500
2011	5513	7766
2011	5513	7769
2011	5513	7780
2011	5513	7789
2011	5513	7760
2011	5513	7770
2011	5513	7777
2011	5513	7778
2011	5513	7781
2011	5513	7768
2011	5513	7767
2011	5513	7758
2011	5513	7757
2011	3002	3618
2011	3002	3617
2011	3002	3572
2011	3002	3584
2011	3002	3582
2011	3002	3574
2011	3002	3585
2011	3002	3567
2011	3002	3581
2011	3002	3577
2011	3002	3578
2011	3002	3576
2011	1018	1402
2011	1018	1403
2011	1018	1400
2011	1018	1535
2011	1018	1401
2011	6003	8418
2011	6003	8417
2011	6003	1490
2011	6003	8502
2011	6003	8419
2011	6003	8425
2011	6003	8546
2011	6003	8423
2011	2003	2678
2011	2003	2677
2011	2003	2664
2011	2003	2665
2011	5517	7421
2011	5517	7410
2011	4001	4415
2011	4001	4020
2011	4001	4010
2011	4001	4355
2011	4001	4280
2011	4001	4060
2011	4001	4050
2011	4001	4475
2011	4001	4230
2011	4001	4400
2011	4001	4350
2011	4001	4015
2011	4001	4470
2011	4001	4460
2011	4001	4180
2011	4001	4055
2011	4001	4225
2011	4001	4140
2011	4001	4085
2011	4001	4275
2011	4001	4023
2011	6017	8503
2011	6017	8448
2011	6017	8504
2011	6017	8460
2011	6017	8616
2011	6017	8499
2011	6017	8459
2011	6017	8431
2011	6017	8461
2011	6017	8519
2011	3501	3561
2011	4502	8444
2011	5503	8902
2011	1014	1147
2011	1014	1168
2011	1014	1166
2011	1014	1149
2011	1014	1156
2011	1014	1142
2011	1014	1143
2011	1014	1164
2011	1503	1484
2011	1503	1553
2011	1008	1446
2011	1008	1411
2011	1008	1431
2011	1008	1430
2011	1008	1447
2011	1008	1450
2011	1008	1453
2011	1008	1434
2011	1008	1454
2011	1008	1433
2011	1008	1432
2011	1008	1455
2011	2504	3614
2011	2504	3613
2011	2504	3615
2011	2504	3596
2011	2504	3595
2011	6013	8491
2011	6013	8492
2011	6013	8539
2011	6013	8494
2011	5507	8621
2011	5507	8903
2011	5507	8610
2011	5507	7740
2011	5507	8614
2011	5507	7738
2011	5507	7737
2011	5507	7736
2011	5507	7739
2011	5507	8900
2011	5507	7731
2011	5507	6032
2011	1010	1426
2011	1010	1425
2011	1010	1423
2011	1010	1424
2011	1507	1270
2011	1507	1184
2011	1507	1324
2011	1507	1323
2011	1507	1333
2011	1507	1325
2011	1507	1422
2011	1507	1271
2011	1507	1185
2011	1507	1332
2011	1507	1452
2011	1507	1341
2011	1507	1329
2011	1507	1326
2011	1507	1330
2011	1507	1327
2011	1507	1328
2011	1507	1318
2011	1021	1319
2011	1021	1316
2011	1021	1321
2011	1021	1439
2011	1021	1317
2011	1021	1315
2011	4506	7015
2011	4506	7850
2011	4506	7062
2011	4506	7176
2011	4506	7045
2011	4506	7075
2011	4506	7065
2011	4506	7851
2011	4506	7085
2011	4506	7095
2011	4506	7855
2011	4506	7060
2011	4506	7070
2011	4506	7076
2011	4506	7090
2011	4506	7080
2011	4506	7061
2011	4506	7240
2011	4506	7098
2011	4506	7041
2011	0506	1412
2011	0506	1415
2011	0506	1182
2011	0506	1417
2011	0506	1410
2011	0506	1420
2011	0506	1419
2011	0506	1545
2011	0506	1421
2011	2501	3611
2011	2501	3608
2011	6016	8556
2011	6016	8493
2011	6016	8452
2011	6016	6026
2011	6016	8498
2011	6016	8488
2011	6016	8487
2011	6016	8490
2011	4503	7226
2011	4503	7229
2011	4503	7215
2011	4503	7116
2011	4503	7224
2011	0503	1004
2011	0503	1497
2011	0503	1498
2011	0503	1491
